Title,Genre,Second_Genre,Release_Year,Budget_Category,Revenue_Category,Runtime_Category,Rating_Category,Vote_Count_Category,Popularity_Category,Language,Production_Country,Main_Actor,Director
RoboCop,Action,Science Fiction,2014.0,High,Medium,Medium,Medium,High,High,en,Canada,Joel Kinnaman,José Padilha
Speed Racer,Action,Family,2008.0,High,Medium,Medium,Medium,Low,Medium,en,Australia,Emile Hirsch,Lilly Wachowski
How Do You Know,Comedy,Drama,2010.0,High,Low,Medium,Low,Low,Medium,en,United States of America,Reese Witherspoon,James L. Brooks
Knight and Day,Action,Comedy,2010.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Tom Cruise,James Mangold
Oblivion,Action,Science Fiction,2013.0,High,Medium,Medium,Medium,High,High,en,United States of America,Tom Cruise,Joseph Kosinski
Star Wars: Episode III - Revenge of the Sith,Science Fiction,Adventure,2005.0,High,High,Long,High,High,High,en,United States of America,Ewan McGregor,George Lucas
Star Wars: Episode II - Attack of the Clones,Adventure,Action,2002.0,High,High,Long,Medium,High,High,en,United States of America,Ewan McGregor,George Lucas
"Monsters, Inc.",Animation,Comedy,2001.0,High,High,Medium,High,High,High,en,United States of America,John Goodman,Pete Docter
The Wolverine,Action,Science Fiction,2013.0,High,High,Medium,Medium,High,Medium,en,United Kingdom,Hugh Jackman,James Mangold
Star Wars: Episode I - The Phantom Menace,Adventure,Action,1999.0,High,High,Medium,Medium,High,High,en,United States of America,Liam Neeson,George Lucas
The Croods,Adventure,Animation,2013.0,High,High,Medium,Medium,High,High,en,United States of America,Nicolas Cage,Chris Sanders
Asterix at the Olympic Games,Fantasy,Adventure,2008.0,Medium,Medium,Medium,Medium,Low,Medium,fr,Belgium,Clovis Cornillac,Thomas Langmann
Windtalkers,Drama,Action,2002.0,High,Medium,Medium,Medium,Low,Medium,en,United States of America,Nicolas Cage,John Woo
The Huntsman: Winter's War,Action,Adventure,2016.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Chris Hemsworth,Cedric Nicolas-Troyan
Teenage Mutant Ninja Turtles,Science Fiction,Action,2014.0,High,High,Medium,Medium,High,High,en,United States of America,Megan Fox,Jonathan Liebesman
Gravity,Science Fiction,Thriller,2013.0,High,High,Medium,High,High,High,en,United Kingdom,Sandra Bullock,Alfonso Cuarón
Dante's Peak,Action,Adventure,1997.0,High,Medium,Medium,Medium,Low,Medium,en,United States of America,Pierce Brosnan,Roger Donaldson
Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy,Action,2016.0,High,Medium,Medium,Medium,Medium,High,en,China,Megan Fox,Dave Green
Fantastic Four,Action,Adventure,2015.0,High,Medium,Medium,Low,High,High,en,United States of America,Miles Teller,Josh Trank
Night at the Museum,Action,Adventure,2006.0,High,High,Medium,Medium,High,High,en,United States of America,Ben Stiller,Shawn Levy
San Andreas,Action,Drama,2015.0,High,High,Medium,Medium,High,High,en,Canada,Dwayne Johnson,Brad Peyton
Tomorrow Never Dies,Adventure,Action,1997.0,High,High,Medium,Medium,Medium,High,en,United Kingdom,Pierce Brosnan,Roger Spottiswoode
The Patriot,Drama,History,2000.0,High,Medium,Long,Medium,Medium,Medium,en,Germany,Mel Gibson,Roland Emmerich
Ocean's Twelve,Thriller,Crime,2004.0,High,High,Medium,Medium,High,High,en,United States of America,George Clooney,Steven Soderbergh
Mr. & Mrs. Smith,Action,Comedy,2005.0,High,High,Medium,Medium,High,High,en,United States of America,Angelina Jolie,Doug Liman
Insurgent,Adventure,Science Fiction,2015.0,High,Medium,Medium,Medium,High,High,en,United States of America,Shailene Woodley,Robert Schwentke
The Green Hornet,Action,Crime,2011.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Seth Rogen,Michel Gondry
300: Rise of an Empire,Action,War,2014.0,High,High,Medium,Medium,High,High,en,United States of America,Sullivan Stapleton,Noam Murro
The Smurfs,Animation,Family,2011.0,High,High,Medium,Medium,Medium,High,en,United States of America,Hank Azaria,Raja Gosnell
Home on the Range,Animation,Family,2004.0,High,Medium,Short,Medium,Low,Medium,en,United States of America,Roseanne Barr,Will Finn
Allegiant,Adventure,Science Fiction,2016.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Shailene Woodley,Robert Schwentke
Real Steel,Action,Science Fiction,2011.0,High,Medium,Medium,Medium,High,High,en,India,Hugh Jackman,Shawn Levy
The Smurfs 2,Fantasy,Family,2013.0,High,High,Medium,Medium,Medium,High,en,United States of America,Hank Azaria,Raja Gosnell
Speed 2: Cruise Control,Action,Adventure,1997.0,High,Medium,Medium,Low,Low,Medium,en,United States of America,Sandra Bullock,Jan de Bont
Ender's Game,Science Fiction,Action,2013.0,High,Medium,Medium,Medium,High,High,en,United States of America,Asa Butterfield,Gavin Hood
Live Free or Die Hard,Action,Thriller,2007.0,High,High,Medium,Medium,High,High,en,United Kingdom,Bruce Willis,Len Wiseman
The Lord of the Rings: The Fellowship of the Ring,Adventure,Fantasy,2001.0,Medium,High,Long,High,High,High,en,New Zealand,Elijah Wood,Peter Jackson
Around the World in 80 Days,Action,Adventure,2004.0,High,Medium,Medium,Medium,Medium,Medium,en,Germany,Jackie Chan,Frank Coraci
The Cat in the Hat,Comedy,Fantasy,2003.0,Low,Low,Short,Low,Low,Medium,en,United States of America,Mike Myers,Bo Welch
"I, Robot",Action,Science Fiction,2004.0,High,High,Medium,Medium,High,High,en,United States of America,Will Smith,Alex Proyas
Kingdom of Heaven,Drama,Action,2005.0,High,Medium,Long,Medium,Medium,High,en,Germany,Orlando Bloom,Ridley Scott
Stuart Little,Animation,Fantasy,1999.0,High,High,Short,Medium,Medium,High,en,Germany,Michael J. Fox,Rob Minkoff
The Princess and the Frog,Romance,Family,2009.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Anika Noni Rose,Ron Clements
The Martian,Drama,Adventure,2015.0,High,High,Long,High,High,High,en,United States of America,Matt Damon,Ridley Scott
The Island,Action,Thriller,2005.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Ewan McGregor,Michael Bay
Gone in Sixty Seconds,Action,Crime,2000.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Nicolas Cage,Dominic Sena
Gladiator,Action,Drama,2000.0,High,High,Long,High,High,High,en,United Kingdom,Russell Crowe,Ridley Scott
Minority Report,Action,Thriller,2002.0,High,High,Long,High,High,High,en,United States of America,Tom Cruise,Steven Spielberg
Harry Potter and the Chamber of Secrets,Adventure,Fantasy,2002.0,High,High,Long,High,High,High,en,Germany,Daniel Radcliffe,Chris Columbus
Casino Royale,Adventure,Action,2006.0,High,High,Long,High,High,High,en,Italy,Daniel Craig,Martin Campbell
Planet of the Apes,Thriller,Science Fiction,2001.0,High,High,Medium,Medium,Medium,High,en,United States of America,Mark Wahlberg,Tim Burton
Terminator 2: Judgment Day,Action,Thriller,1991.0,High,High,Medium,High,High,High,en,France,Arnold Schwarzenegger,James Cameron
Public Enemies,History,Crime,2009.0,Medium,Medium,Long,Medium,Medium,High,en,United States of America,Christian Bale,Michael Mann
American Gangster,Drama,Crime,2007.0,High,Medium,Long,High,Medium,High,en,United Kingdom,Denzel Washington,Ridley Scott
True Lies,Action,Thriller,1994.0,High,High,Long,Medium,Medium,High,en,United States of America,Arnold Schwarzenegger,James Cameron
The Taking of Pelham 1 2 3,Thriller,Drama,2009.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Denzel Washington,Tony Scott
Little Fockers,Comedy,Romance,2010.0,High,High,Medium,Medium,Medium,High,en,United States of America,Robert De Niro,Paul Weitz
The Other Guys,Action,Comedy,2010.0,High,Medium,Medium,Medium,Medium,Medium,en,United States of America,Will Ferrell,Adam McKay
Eraser,Action,Drama,1996.0,High,Medium,Medium,Medium,Medium,Medium,en,Canada,Arnold Schwarzenegger,Chuck Russell
Django Unchained,Drama,Western,2012.0,High,High,Long,High,High,High,en,United States of America,Jamie Foxx,Quentin Tarantino
The Hunchback of Notre Dame,Drama,Animation,1996.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Tom Hulce,Gary Trousdale
The Emperor's New Groove,Adventure,Animation,2000.0,High,Medium,Short,High,Medium,High,en,United States of America,David Spade,Mark Dindal
The Expendables 2,Action,Adventure,2012.0,High,High,Medium,Medium,High,High,en,United States of America,Sylvester Stallone,Simon West
National Treasure,Adventure,Action,2004.0,High,High,Medium,Medium,Medium,High,en,United States of America,Nicolas Cage,Jon Turteltaub
Eragon,Fantasy,Action,2006.0,High,Medium,Medium,Low,Medium,High,en,United Kingdom,Ed Speleers,Stefen Fangmeier
Where the Wild Things Are,Family,Fantasy,2009.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Max Records,Spike Jonze
Epic,Animation,Adventure,2013.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Josh Hutcherson,Chris Wedge
The Tourist,Action,Thriller,2010.0,High,Medium,Medium,Medium,Medium,High,en,United Kingdom,Johnny Depp,Florian Henckel von Donnersmarck
End of Days,Action,Fantasy,1999.0,High,Medium,Medium,Medium,Low,Medium,en,United States of America,Arnold Schwarzenegger,Peter Hyams
Blood Diamond,Drama,Thriller,2006.0,High,Medium,Long,High,High,High,en,Germany,Leonardo DiCaprio,Edward Zwick
The Wolf of Wall Street,Crime,Drama,2013.0,High,High,Long,High,High,High,en,United States of America,Leonardo DiCaprio,Martin Scorsese
Batman Forever,Action,Crime,1995.0,High,High,Medium,Medium,Medium,High,en,United Kingdom,Val Kilmer,Joel Schumacher
Starship Troopers,Adventure,Action,1997.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Casper Van Dien,Paul Verhoeven
Cloud Atlas,Drama,Science Fiction,2012.0,High,Medium,Long,Medium,High,High,en,Germany,Tom Hanks,Tom Tykwer
Legend of the Guardians: The Owls of Ga'Hoole,Animation,Adventure,2010.0,Medium,Medium,Medium,Medium,Medium,High,en,Australia,Emily Barclay,Zack Snyder
Catwoman,Action,Crime,2004.0,High,Medium,Medium,Low,Medium,High,en,United States of America,Halle Berry,Pitof
Hercules,Action,Adventure,2014.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Dwayne Johnson,Brett Ratner
Treasure Planet,Adventure,Animation,2002.0,High,Medium,Medium,High,Medium,High,en,United States of America,Joseph Gordon-Levitt,Ron Clements
Land of the Lost,Adventure,Comedy,2009.0,High,Medium,Medium,Medium,Low,Medium,en,United States of America,Will Ferrell,Brad Silberling
The Expendables 3,Action,Adventure,2014.0,Medium,Medium,Medium,Medium,Medium,High,en,France,Sylvester Stallone,Patrick Hughes
Point Break,Action,Crime,2015.0,High,Medium,Medium,Medium,Medium,High,en,Germany,Edgar Ramírez,Ericson Core
Son of the Mask,Fantasy,Comedy,2005.0,Medium,Low,Medium,Low,Low,Medium,en,Germany,Jamie Kennedy,Lawrence Guterman
In the Heart of the Sea,Thriller,Drama,2015.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Chris Hemsworth,Ron Howard
The Adventures of Pluto Nash,Action,Comedy,2002.0,High,Low,Medium,Low,Low,Medium,en,Australia,Eddie Murphy,Ron Underwood
Green Zone,War,Action,2010.0,High,Medium,Medium,Medium,Medium,High,en,Spain,Matt Damon,Paul Greengrass
The Spanish Prisoner,Crime,Drama,1997.0,Medium,Low,Medium,High,Low,Low,en,United States of America,Steve Martin,David Mamet
The Mummy Returns,Adventure,Action,2001.0,Medium,High,Medium,Medium,High,High,en,United States of America,Brendan Fraser,Stephen Sommers
Gangs of New York,Drama,History,2002.0,High,Medium,Long,High,Medium,High,en,United States of America,Leonardo DiCaprio,Martin Scorsese
The Flowers of War,Drama,History,2011.0,Medium,Medium,Long,High,Low,Medium,zh,China,Christian Bale,Zhang Yimou
Surf's Up,Animation,Comedy,2007.0,Medium,Medium,Short,Medium,Medium,Medium,en,United States of America,Shia LaBeouf,Ash Brannon
The Stepford Wives,Action,Comedy,2004.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Nicole Kidman,Frank Oz
Black Hawk Down,Action,History,2001.0,Medium,Medium,Long,High,Medium,High,en,United Kingdom,Josh Hartnett,Ridley Scott
The Fifth Element,Adventure,Fantasy,1997.0,Medium,Medium,Medium,High,High,High,en,France,Bruce Willis,Luc Besson
Sex and the City 2,Comedy,Drama,2010.0,High,Medium,Long,Medium,Low,Medium,en,United States of America,Sarah Jessica Parker,Michael Patrick King
The Road to El Dorado,Adventure,Animation,2000.0,Medium,Medium,Short,High,Medium,High,en,United States of America,Kenneth Branagh,Don Michael Paul
Ice Age: Continental Drift,Animation,Comedy,2012.0,Medium,High,Short,Medium,High,High,en,United States of America,John Leguizamo,Steve Martino
Cinderella,Romance,Fantasy,2015.0,Medium,High,Medium,Medium,High,High,en,United Kingdom,Lily James,Kenneth Branagh
The Lovely Bones,Fantasy,Drama,2009.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United Kingdom,Rachel Weisz,Peter Jackson
Finding Nemo,Animation,Family,2003.0,Medium,High,Medium,High,High,High,en,United States of America,Albert Brooks,Andrew Stanton
The Lord of the Rings: The Return of the King,Adventure,Fantasy,2003.0,Medium,High,Long,High,High,High,en,New Zealand,Elijah Wood,Peter Jackson
The Lord of the Rings: The Two Towers,Adventure,Fantasy,2002.0,Medium,High,Long,High,High,High,en,New Zealand,Elijah Wood,Peter Jackson
Seventh Son,Adventure,Fantasy,2014.0,Medium,Medium,Medium,Medium,Medium,High,en,China,Jeff Bridges,Sergei Bodrov
Lara Croft: Tomb Raider,Adventure,Fantasy,2001.0,High,Medium,Medium,Medium,High,High,en,United States of America,Angelina Jolie,Simon West
Transcendence,Thriller,Science Fiction,2014.0,High,Medium,Medium,Medium,High,High,en,China,Johnny Depp,Wally Pfister
Jurassic Park III,Adventure,Action,2001.0,Medium,High,Medium,Medium,High,Low,en,United States of America,Sam Neill,Joe Johnston
Rise of the Planet of the Apes,Thriller,Action,2011.0,Medium,High,Medium,High,High,High,en,United States of America,James Franco,Rupert Wyatt
The Spiderwick Chronicles,Adventure,Family,2008.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Freddie Highmore,Mark Waters
A Good Day to Die Hard,Action,Thriller,2013.0,Medium,High,Medium,Medium,High,High,en,United States of America,Bruce Willis,John Moore
The Alamo,Western,History,2004.0,High,Low,Medium,Medium,Low,Medium,en,United States of America,Dennis Quaid,John Lee Hancock
The Incredibles,Action,Adventure,2004.0,Medium,High,Medium,High,High,High,en,United States of America,Craig T. Nelson,Brad Bird
Cutthroat Island,Action,Adventure,1995.0,Medium,Low,Medium,Medium,Low,Low,en,France,Geena Davis,Renny Harlin
Percy Jackson & the Olympians: The Lightning Thief,Adventure,Fantasy,2010.0,Medium,Medium,Medium,Medium,High,High,en,Canada,Logan Lerman,Chris Columbus
Men in Black,Action,Adventure,1997.0,Medium,High,Medium,Medium,High,High,en,United States of America,Tommy Lee Jones,Barry Sonnenfeld
Toy Story 2,Animation,Comedy,1999.0,Medium,High,Medium,High,High,High,en,United States of America,Tom Hanks,John Lasseter
Unstoppable,Action,Thriller,2010.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Denzel Washington,Tony Scott
Rush Hour 2,Action,Comedy,2001.0,Medium,High,Medium,Medium,Medium,High,en,United States of America,Chris Tucker,Brett Ratner
What Lies Beneath,Drama,Horror,2000.0,High,Medium,Medium,Medium,Low,Medium,en,United States of America,Harrison Ford,Robert Zemeckis
Cloudy with a Chance of Meatballs,Animation,Comedy,2009.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Bill Hader,Phil Lord
Ice Age: Dawn of the Dinosaurs,Animation,Comedy,2009.0,Medium,High,Medium,Medium,High,High,en,United States of America,Ray Romano,Carlos Saldanha
The Secret Life of Walter Mitty,Adventure,Comedy,2013.0,Medium,Medium,Medium,High,High,High,en,United States of America,Ben Stiller,Ben Stiller
Charlie's Angels,Action,Adventure,2000.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Cameron Diaz,McG
The Departed,Drama,Thriller,2006.0,Medium,Medium,Long,High,High,High,en,Hong Kong,Leonardo DiCaprio,Martin Scorsese
Mulan,Animation,Family,1998.0,Medium,High,Short,High,High,High,en,United States of America,Eddie Murphy,Tony Bancroft
Tropic Thunder,Action,Comedy,2008.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Ben Stiller,Ben Stiller
The Girl with the Dragon Tattoo,Thriller,Crime,2011.0,Medium,Medium,Long,High,High,High,en,Norway,Daniel Craig,David Fincher
Die Hard: With a Vengeance,Action,Thriller,1995.0,Medium,High,Medium,Medium,High,High,en,United States of America,Bruce Willis,John McTiernan
Sherlock Holmes,Action,Adventure,2009.0,Medium,High,Medium,High,High,High,en,Germany,Robert Downey Jr.,Guy Ritchie
Atlantis: The Lost Empire,Animation,Family,2001.0,High,Medium,Medium,Medium,Medium,High,en,United States of America,Michael J. Fox,Gary Trousdale
Alvin and the Chipmunks: The Road Chip,Adventure,Animation,2015.0,Low,Medium,Medium,Medium,Low,Medium,en,United States of America,Jason Lee,Walt Becker
Valkyrie,Drama,Thriller,2008.0,Medium,Medium,Medium,Medium,Medium,High,en,Germany,Tom Cruise,Bryan Singer
You Don't Mess with the Zohan,Comedy,Action,2008.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Adam Sandler,Dennis Dugan
Pixels,Action,Comedy,2015.0,Medium,Medium,Medium,Medium,High,High,en,United States of America,Adam Sandler,Chris Columbus
A.I. Artificial Intelligence,Drama,Science Fiction,2001.0,High,Medium,Long,Medium,Medium,High,en,United States of America,Haley Joel Osment,Steven Spielberg
The Haunted Mansion,Thriller,Fantasy,2003.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Eddie Murphy,Rob Minkoff
